VERSION=1.1
ExportFileName=VIPS_33_1_1_Data_A3
SampleLabel=A3
SampleName=MAGI1_3_C_HPV16_E6
SampleComment=
SampleAreaConcRatio=0,002985
SampleLowerMarkerTime=12,32
SampleUpperMarkerTime=-1,00
SamplePeakTimes=12,32,12,57,15,22,15,53,16,17,16,72,17,08,17,42,17,85,18,22,18,47,18,85,19,50,19,92,20,32,21,40,21,70,22,73,23,35,24,37
SamplePeakSizes=1,212,1,486,7,609,8,819,11,592,14,392,16,466,18,497,21,345,23,937,25,801,28,809,34,318,38,116,41,953,53,247,56,599,68,839,76,629,90,195
SamplePeakQuantities=,,,,2,7610,76,2226,1,9747,3,1259,2,4110,7,2515,1,3893,17,6406,3,6614,1,5810,4,1435,9,7663,8,6961,173,8579,42,2660,2,7598
PlateFileName=VIPS_33_1_1_1
PlateAssayName=HT Protein Express 100 High Sensitivity
PlateBarCode=
WellAquisitionTime=2012\09\28 11:00:52
PlateDataFrequency=60
PlateDataStartTime=11,00
PlateDataEndTime=36,00
PlateConcUnits=ng/ul
PlateSizeUnits=kDa
PlateLadderSizes=1,40,15,90,20,40,28,90,48,40,68,40,119,20,
ChipID=G640P-0563N-04
Operator=RV
DATA
Time,Value,Size
0,000,30,779,0,00
0,017,31,504,0,00
0,033,33,423,0,00
0,050,36,547,0,00
0,067,40,159,0,00
0,083,43,167,0,00
0,100,44,668,0,00
0,117,44,393,0,00
0,133,42,757,0,00
0,150,40,421,0,00
0,167,37,885,0,00
0,183,35,483,0,00
0,200,33,281,0,00
0,217,31,333,0,00
0,233,29,587,0,00
0,250,27,992,0,00
0,267,26,556,0,00
0,283,25,179,0,00
0,300,23,908,0,00
0,317,22,658,0,00
0,333,21,463,0,00
0,350,20,455,0,00
0,367,19,470,0,00
0,383,18,605,0,00
0,400,17,777,0,00
0,417,16,983,0,00
0,433,16,267,0,00
0,450,15,598,0,00
0,467,14,971,0,00
0,483,14,334,0,00
0,500,13,706,0,00
0,517,13,104,0,00
0,533,12,524,0,00
0,550,12,011,0,00
0,567,11,531,0,00
0,583,11,066,0,00
0,600,10,626,0,00
0,617,10,215,0,00
0,633,9,798,0,00
0,650,9,382,0,00
0,667,9,003,0,00
0,683,8,658,0,00
0,700,8,354,0,00
0,717,8,074,0,00
0,733,7,748,0,00
0,750,7,365,0,00
0,767,6,977,0,00
0,783,6,623,0,00
0,800,6,343,0,00
0,817,6,096,0,00
0,833,5,838,0,00
0,850,5,594,0,00
0,867,5,348,0,00
0,883,5,183,0,00
0,900,5,075,0,00
0,917,4,944,0,00
0,933,4,836,0,00
0,950,4,651,0,00
0,967,4,348,0,00
0,983,4,049,0,00
1,000,3,782,0,00
1,017,3,584,0,00
1,033,3,442,0,00
1,050,3,346,0,00
1,067,3,198,0,00
1,083,2,925,0,00
1,100,2,876,0,00
1,117,2,804,0,00
1,133,2,639,0,00
1,150,2,402,0,00
1,167,2,134,0,00
1,183,1,856,0,00
1,200,1,725,0,00
1,217,1,649,0,00
1,233,1,582,0,00
1,250,1,425,0,00
1,267,1,320,0,00
1,283,1,110,0,00
1,300,0,928,0,00
1,317,0,769,0,00
1,333,0,720,0,00
1,350,0,730,0,00
1,367,0,713,0,00
1,383,0,576,0,00
1,400,0,374,0,00
1,417,0,244,0,00
1,433,0,167,0,00
1,450,0,109,0,00
1,467,0,050,0,00
1,483,-0,097,0,00
1,500,-0,299,0,00
1,517,-0,496,0,00
1,533,-0,669,0,00
1,550,-0,782,0,00
1,567,-0,814,0,00
1,583,-0,767,0,00
1,600,-0,744,0,00
1,617,-0,825,0,00
1,633,-0,962,0,00
1,650,-1,112,0,00
1,667,-1,253,0,00
1,683,-1,380,0,00
1,700,-1,484,0,00
1,717,-1,569,0,00
1,733,-1,586,0,00
1,750,-1,604,0,00
1,767,-1,616,0,00
1,783,-1,628,0,00
1,800,-1,747,0,00
1,817,-1,873,0,00
1,833,-1,989,0,00
1,850,-2,114,0,00
1,867,-2,163,0,00
1,883,-2,232,0,00
1,900,-2,294,0,00
1,917,-2,428,0,00
1,933,-2,547,0,00
1,950,-2,609,0,00
1,967,-2,717,0,00
1,983,-2,821,0,00
2,000,-2,914,0,00
2,017,-3,037,0,00
2,033,-3,119,0,00
2,050,-3,191,0,00
2,067,-3,245,0,00
2,083,-3,304,0,00
2,100,-3,369,0,00
2,117,-3,418,0,00
2,133,-3,468,0,00
2,150,-3,500,0,00
2,167,-3,491,0,00
2,183,-3,528,0,00
2,200,-3,629,0,00
2,217,-3,747,0,00
2,233,-3,826,0,00
2,250,-3,844,0,00
2,267,-3,840,0,00
2,283,-3,851,0,00
2,300,-3,928,0,00
2,317,-4,065,0,00
2,333,-4,186,0,00
2,350,-4,267,0,00
2,367,-4,316,0,00
2,383,-4,368,0,00
2,400,-4,417,0,00
2,417,-4,468,0,00
2,433,-4,517,0,00
2,450,-4,565,0,00
2,467,-4,631,0,00
2,483,-4,730,0,00
2,500,-4,801,0,00
2,517,-4,869,0,00
2,533,-4,909,0,00
2,550,-4,968,0,00
2,567,-5,034,0,00
2,583,-5,123,0,00
2,600,-5,147,0,00
2,617,-5,135,0,00
2,633,-5,169,0,00
2,650,-5,203,0,00
2,667,-5,266,0,00
2,683,-5,303,0,00
2,700,-5,352,0,00
2,717,-5,384,0,00
2,733,-5,470,0,00
2,750,-5,615,0,00
2,767,-5,698,0,00
2,783,-5,762,0,00
2,800,-5,794,0,00
2,817,-5,829,0,00
2,833,-5,926,0,00
2,850,-6,018,0,00
2,867,-6,074,0,00
2,883,-6,103,0,00
